Make,Model,AverageCityMPG,AverageHighwayMPG,Cmb MPG,Greenhouse Gas Score,SmartWay,Comb CO2
TOYOTA,Venza,40,37,39,7,Yes,227
TOYOTA,Venza,40,37,39,7,Yes,227
TOYOTA,bZ4X,131,107,119,10,Elite,0
TOYOTA,bZ4X,131,107,119,10,Elite,0
TOYOTA,bZ4X,114,94,104,10,Elite,0
TOYOTA,bZ4X,114,94,104,10,Elite,0
TOYOTA,bZ4X,125,103,114,10,Elite,0
TOYOTA,bZ4X,125,103,114,10,Elite,0
TOYOTA,bZ4X,112,92,102,10,Elite,0
TOYOTA,bZ4X,112,92,102,10,Elite,0
VOLKSWAGEN,Atlas,21,25,23,5,No,387
VOLKSWAGEN,Atlas,21,25,23,5,No,387
VOLKSWAGEN,Atlas,18,24,20,4,No,445
VOLKSWAGEN,Atlas,18,24,20,4,No,445
VOLKSWAGEN,Atlas,20,24,22,5,No,411
VOLKSWAGEN,Atlas,20,24,22,5,No,411
VOLKSWAGEN,Atlas,18,23,20,4,No,450
VOLKSWAGEN,Atlas,18,23,20,4,No,450
VOLKSWAGEN,Atlas,21,25,23,5,No,391
VOLKSWAGEN,Atlas,21,25,23,5,No,391
VOLKSWAGEN,Atlas,18,24,20,4,No,435
VOLKSWAGEN,Atlas,18,24,20,4,No,435
VOLKSWAGEN,Atlas,20,24,22,5,No,412
VOLKSWAGEN,Atlas,20,24,22,5,No,412
VOLKSWAGEN,Atlas,18,24,20,4,No,443
VOLKSWAGEN,Atlas,18,24,20,4,No,443
VOLKSWAGEN,GLI,26,36,30,6,No,297
VOLKSWAGEN,GLI,26,36,30,6,No,297
VOLKSWAGEN,GLI,26,37,30,6,No,299
VOLKSWAGEN,GLI,26,37,30,6,No,299
VOLKSWAGEN,GTI,24,34,28,6,No,319
VOLKSWAGEN,GTI,24,34,28,6,No,319
VOLKSWAGEN,GTI,23,32,27,5,No,330
VOLKSWAGEN,GTI,23,32,27,5,No,330
VOLKSWAGEN,Golf-R,23,30,26,5,No,343
VOLKSWAGEN,Golf-R,23,30,26,5,No,343
VOLKSWAGEN,Golf-R,20,28,23,5,No,382
VOLKSWAGEN,Golf-R,20,28,23,5,No,382
VOLKSWAGEN,ID.4,115,99,107,10,Elite,0
VOLKSWAGEN,ID.4,115,99,107,10,Elite,0
VOLKSWAGEN,ID.4,104,93,99,10,Elite,0
VOLKSWAGEN,ID.4,104,93,99,10,Elite,0
VOLKSWAGEN,ID.4,104,93,99,10,Elite,0
VOLKSWAGEN,ID.4,104,93,99,10,Elite,0
VOLKSWAGEN,ID.4,115,98,107,10,Elite,0
VOLKSWAGEN,ID.4,115,98,107,10,Elite,0
VOLKSWAGEN,ID.4,115,98,107,10,Elite,0
VOLKSWAGEN,ID.4,115,98,107,10,Elite,0
VOLKSWAGEN,ID.4,115,99,107,10,Elite,0
VOLKSWAGEN,ID.4,115,99,107,10,Elite,0
VOLKSWAGEN,Jetta,29,42,34,7,Yes,265
VOLKSWAGEN,Jetta,31,41,35,7,Yes,256
VOLKSWAGEN,Jetta,29,40,33,6,No,268
VOLKSWAGEN,Taos,28,36,31,6,No,286
VOLKSWAGEN,Taos,25,32,28,6,No,321
VOLKSWAGEN,Taos,25,32,28,6,No,321
VOLKSWAGEN,Taos,25,32,28,6,No,321
VOLKSWAGEN,Tiguan,23,30,26,5,No,343
VOLKSWAGEN,Tiguan,23,30,26,5,No,343
VOLKSWAGEN,Tiguan,22,29,25,5,No,357
VOLKSWAGEN,Tiguan,22,29,25,5,No,357
VOLKSWAGEN,Tiguan,21,28,24,5,No,369
VOLKSWAGEN,Tiguan,21,28,24,5,No,369
VOLKSWAGEN,Tiguan,24,31,27,5,No,331
VOLKSWAGEN,Tiguan,24,31,27,5,No,331
VOLVO,C40,94,80,87,10,Elite,0
VOLVO,C40,94,80,87,10,Elite,0
VOLVO,S60,26,35,30,6,No,299
VOLVO,S60,26,35,30,6,No,299
VOLVO,S60,25,33,28,6,No,316
VOLVO,S60,25,33,28,6,No,316
VOLVO,S60,30,33,31,10,Yes,99
VOLVO,S60,30,33,31,10,Yes,99
VOLVO,S90,23,32,26,5,No,337
VOLVO,S90,23,32,26,5,No,337
VOLVO,S90,28,31,29,10,Yes,110
VOLVO,S90,28,31,29,10,Yes,110
VOLVO,V60,30,33,31,10,Yes,99
VOLVO,V60,30,33,31,10,Yes,99
VOLVO,V60CC,23,30,26,5,No,339
VOLVO,V60CC,23,30,26,5,No,339
VOLVO,V90CC,22,29,25,5,No,352
VOLVO,V90CC,22,29,25,5,No,352
VOLVO,XC40,24,32,27,5,No,330
VOLVO,XC40,24,32,27,5,No,330
VOLVO,XC40,23,30,26,5,No,345
VOLVO,XC40,23,30,26,5,No,345
VOLVO,XC40,92,79,85,10,Elite,0
VOLVO,XC40,92,79,85,10,Elite,0
VOLVO,XC60,23,30,26,5,No,342
VOLVO,XC60,23,30,26,5,No,342
VOLVO,XC60,23,29,25,5,No,353
VOLVO,XC60,23,29,25,5,No,353
VOLVO,XC60,21,27,23,5,No,375
VOLVO,XC60,21,27,23,5,No,375
VOLVO,XC60,28,28,28,10,Yes,122
VOLVO,XC60,28,28,28,10,Yes,122
VOLVO,XC90,22,28,25,5,No,358
VOLVO,XC90,22,28,25,5,No,358
VOLVO,XC90,20,26,22,5,No,401
VOLVO,XC90,20,26,22,5,No,401
VOLVO,XC90,26,27,27,9,Yes,137
VOLVO,XC90,26,27,27,9,Yes,137
