Make,Model,AverageCityMPG,AverageHighwayMPG,Cmb MPG,Greenhouse Gas Score,SmartWay,Comb CO2
JEEP,Gladiator,16,23,19,4,No,476
JEEP,Gladiator,16,23,19,4,No,476
JEEP,Gladiator,22,28,24,4,No,423
JEEP,Gladiator,22,28,24,4,No,423
JEEP,Gladiator,21,27,24,4,No,436
JEEP,Gladiator,21,27,24,4,No,436
JEEP,Grand,23,24,23,8,Yes,177
JEEP,Grand,23,24,23,8,Yes,177
JEEP,Grand,19,26,22,5,No,407
JEEP,Grand,19,26,22,5,No,407
JEEP,Grand,19,26,22,5,No,413
JEEP,Grand,19,26,22,5,No,413
JEEP,Grand,14,22,17,3,No,533
JEEP,Grand,14,22,17,3,No,533
JEEP,Grand,19,26,21,4,No,416
JEEP,Grand,19,26,21,4,No,416
JEEP,Grand,18,25,21,4,No,430
JEEP,Grand,18,25,21,4,No,430
JEEP,Grand,14,22,17,3,No,533
JEEP,Grand,14,22,17,3,No,533
JEEP,Grand,14,20,17,3,No,537
JEEP,Grand,14,20,17,3,No,537
JEEP,Grand,13,18,15,2,No,602
JEEP,Grand,13,18,15,2,No,602
JEEP,Grand,14,19,16,3,No,566
JEEP,Grand,14,19,16,3,No,566
JEEP,Renegade,23,29,26,5,No,347
JEEP,Renegade,23,29,26,5,No,347
JEEP,Renegade,22,27,24,5,No,372
JEEP,Renegade,22,27,24,5,No,372
JEEP,Wagoneer,17,24,20,4,No,453
JEEP,Wagoneer,17,24,20,4,No,453
JEEP,Wagoneer,16,23,19,4,No,472
JEEP,Wagoneer,16,23,19,4,No,472
JEEP,Wagoneer,16,22,18,4,No,483
JEEP,Wagoneer,16,22,18,4,No,483
JEEP,Wagoneer,15,20,17,3,No,522
JEEP,Wagoneer,15,20,17,3,No,522
JEEP,Wagoneer,17,24,20,4,No,453
JEEP,Wagoneer,17,24,20,4,No,453
JEEP,Wagoneer,16,23,19,4,No,476
JEEP,Wagoneer,16,23,19,4,No,476
JEEP,Wrangler,21,24,22,5,No,404
JEEP,Wrangler,22,24,23,5,No,388
JEEP,Wrangler,21,24,22,5,No,404
JEEP,Wrangler,22,24,23,5,No,388
JEEP,Wrangler,18,23,20,4,No,440
JEEP,Wrangler,18,23,20,4,No,443
JEEP,Wrangler,18,23,20,4,No,440
JEEP,Wrangler,18,23,20,4,No,443
JEEP,Wrangler,19,24,21,4,No,421
JEEP,Wrangler,20,24,21,4,No,416
JEEP,Wrangler,19,24,21,4,No,421
JEEP,Wrangler,20,24,21,4,No,416
JEEP,Wrangler,17,23,19,4,No,459
JEEP,Wrangler,17,25,20,4,No,446
JEEP,Wrangler,17,23,19,4,No,459
JEEP,Wrangler,17,25,20,4,No,446
JEEP,Wrangler,13,17,14,2,No,623
JEEP,Wrangler,13,17,14,2,No,623
JEEP,Wrangler,20,20,20,7,No,230
JEEP,Wrangler,20,20,20,7,No,230
JEEP,Wrangler,22,29,25,5,No,411
JEEP,Wrangler,22,29,25,5,No,411
JEEP,Wrangler,21,26,23,4,No,442
JEEP,Wrangler,21,26,23,4,No,442
KIA,Carnival,19,26,22,5,No,408
KIA,Carnival,19,26,22,5,No,408
KIA,EV6,85,74,79,10,Elite,0
KIA,EV6,85,74,79,10,Elite,0
KIA,EV6,134,101,117,10,Elite,0
KIA,EV6,134,101,117,10,Elite,0
KIA,EV6,120,98,109,10,Elite,0
KIA,EV6,120,98,109,10,Elite,0
KIA,EV6,106,86,96,10,Elite,0
KIA,EV6,106,86,96,10,Elite,0
KIA,EV6,136,100,117,10,Elite,0
KIA,EV6,136,100,117,10,Elite,0
KIA,Forte,27,35,30,6,No,296
KIA,Forte,27,35,30,6,No,296
KIA,Forte,22,31,26,5,No,348
KIA,Forte,22,31,26,5,No,348
KIA,Forte,28,39,32,6,No,277
KIA,Forte,28,39,32,6,No,277
KIA,Forte,30,41,34,7,Yes,261
KIA,Forte,30,41,34,7,Yes,261
KIA,K5,27,37,31,6,No,293
KIA,K5,27,37,31,6,No,293
KIA,K5,25,33,28,6,No,316
KIA,K5,25,33,28,6,No,316
KIA,K5,24,32,27,5,No,332
KIA,K5,24,32,27,5,No,332
KIA,Niro,53,45,49,8,Yes,181
KIA,Niro,53,45,49,8,Yes,181
KIA,Niro,126,101,113,10,Elite,0
KIA,Niro,126,101,113,10,Elite,0
KIA,Niro,53,54,53,9,Yes,167
KIA,Niro,53,54,53,9,Yes,167
KIA,Niro,49,47,48,10,Yes,71
KIA,Niro,49,47,48,10,Yes,71
KIA,Rio,32,41,36,7,No,250
KIA,Rio,32,41,36,7,No,250
KIA,Seltos,25,30,27,5,No,331
KIA,Seltos,25,30,27,5,No,331
KIA,Seltos,29,35,31,6,No,283
KIA,Seltos,29,35,31,6,No,283
KIA,Seltos,27,31,29,6,No,314
KIA,Seltos,27,31,29,6,No,314
KIA,Sorento,22,29,25,5,No,360
KIA,Sorento,22,29,25,5,No,360
KIA,Sorento,22,27,24,5,No,377
KIA,Sorento,22,27,24,5,No,377
KIA,Sorento,24,29,26,5,No,342
KIA,Sorento,24,29,26,5,No,342
KIA,Sorento,23,25,24,5,No,366
KIA,Sorento,23,25,24,5,No,366
KIA,Sorento,39,35,37,7,Yes,242
KIA,Sorento,39,35,37,7,Yes,242
KIA,Sorento,36,33,34,7,Yes,262
KIA,Sorento,36,33,34,7,Yes,262
KIA,Sorento,35,33,34,10,Yes,105
KIA,Sorento,35,33,34,10,Yes,105
KIA,Soul,28,33,30,6,No,301
KIA,Soul,28,33,30,6,No,301
KIA,Soul,29,35,31,6,No,287
KIA,Soul,29,35,31,6,No,287
KIA,Sportage,25,32,28,6,No,322
KIA,Sportage,25,32,28,6,No,322
KIA,Sportage,23,28,25,5,No,357
KIA,Sportage,23,28,25,5,No,357
KIA,Sportage,42,44,43,8,Yes,206
KIA,Sportage,42,44,43,8,Yes,206
KIA,Sportage,38,38,38,7,Yes,233
KIA,Sportage,38,38,38,7,Yes,233
KIA,Sportage,36,35,35,10,Yes,96
KIA,Sportage,36,35,35,10,Yes,96
KIA,Stinger,22,32,25,5,No,355
KIA,Stinger,22,32,25,5,No,355
KIA,Stinger,21,29,24,5,No,380
KIA,Stinger,21,29,24,5,No,380
KIA,Stinger,18,25,20,4,No,437
KIA,Stinger,18,25,20,4,No,437
KIA,Stinger,17,24,20,4,No,451
KIA,Stinger,17,24,20,4,No,451
KIA,Telluride,20,26,23,5,No,395
KIA,Telluride,20,26,23,5,No,395
KIA,Telluride,18,24,21,4,No,433
KIA,Telluride,18,24,21,4,No,433
LAMBORGHINI,Huracan,13,18,15,2,No,596
LAMBORGHINI,Huracan,13,18,15,2,No,596
LAMBORGHINI,Huracan,13,18,15,2,No,593
LAMBORGHINI,Huracan,13,18,15,2,No,593
LAMBORGHINI,Huracan,13,18,15,2,No,593
LAMBORGHINI,Huracan,13,18,15,2,No,593
LAMBORGHINI,Huracan,13,18,15,2,No,596
LAMBORGHINI,Huracan,13,18,15,2,No,596
LAMBORGHINI,Urus,14,19,16,3,No,554
LAMBORGHINI,Urus,14,19,16,3,No,554
LAMBORGHINI,Urus,14,19,16,3,No,554
LAMBORGHINI,Urus,14,19,16,3,No,554
LAND,ROVER,18,20,19,4,No,474
LAND,ROVER,18,20,19,4,No,474
LAND,ROVER,14,19,16,3,No,563
LAND,ROVER,14,19,16,3,No,563
LAND,ROVER,18,23,20,4,No,444
LAND,ROVER,18,23,20,4,No,444
LAND,ROVER,17,21,19,4,No,480
LAND,ROVER,17,21,19,4,No,480
LAND,ROVER,17,21,19,4,No,480
LAND,ROVER,17,21,19,4,No,480
LAND,ROVER,18,21,19,4,No,465
LAND,ROVER,18,21,19,4,No,465
LAND,ROVER,15,19,16,3,No,545
LAND,ROVER,15,19,16,3,No,545
LAND,ROVER,18,23,20,4,No,444
LAND,ROVER,18,23,20,4,No,444
LAND,ROVER,19,24,21,4,No,421
LAND,ROVER,19,24,21,4,No,421
LAND,ROVER,19,25,22,5,No,415
LAND,ROVER,19,25,22,5,No,415
LAND,ROVER,19,23,20,4,No,437
LAND,ROVER,19,23,20,4,No,437
LAND,ROVER,16,21,18,4,No,508
LAND,ROVER,16,21,18,4,No,508
LAND,ROVER,16,21,18,4,No,505
LAND,ROVER,16,21,18,4,No,505
LAND,ROVER,18,26,21,4,No,427
LAND,ROVER,18,26,21,4,No,427
LAND,ROVER,18,26,21,4,No,427
LAND,ROVER,18,26,21,4,No,427
LAND,ROVER,18,26,21,4,No,427
LAND,ROVER,18,26,21,4,No,427
LAND,ROVER,18,26,21,4,No,427
LAND,ROVER,18,26,21,4,No,427
LAND,ROVER,19,24,21,10,Yes,107
LAND,ROVER,19,24,21,10,Yes,107
LAND,ROVER,16,21,18,4,No,508
LAND,ROVER,16,21,18,4,No,508
LAND,ROVER,19,26,22,5,No,409
LAND,ROVER,19,26,22,5,No,409
LAND,ROVER,18,26,21,4,No,427
LAND,ROVER,18,26,21,4,No,427
LAND,ROVER,19,24,21,10,Yes,107
LAND,ROVER,19,24,21,10,Yes,107
LAND,ROVER,20,27,22,5,No,398
LAND,ROVER,20,27,22,5,No,398
LAND,ROVER,21,26,23,5,No,393
LAND,ROVER,21,26,23,5,No,393
LAND,ROVER,20,26,23,5,No,393
LAND,ROVER,20,26,23,5,No,393
LAND,ROVER,20,26,22,5,No,399
LAND,ROVER,20,26,22,5,No,399
LAND,ROVER,19,25,21,4,No,426
LAND,ROVER,19,25,21,4,No,426
LEXUS,ES,25,34,28,6,No,315
LEXUS,ES,25,34,28,6,No,315
LEXUS,ES,43,44,44,8,Yes,201
LEXUS,ES,43,44,44,8,Yes,201
LEXUS,ES,22,32,26,5,No,346
LEXUS,ES,22,32,26,5,No,346
LEXUS,ES,22,31,25,5,No,352
LEXUS,ES,22,31,25,5,No,352
LEXUS,GX,15,19,16,3,No,542
LEXUS,GX,15,19,16,3,No,542
LEXUS,IS,21,31,25,5,No,355
LEXUS,IS,21,31,25,5,No,355
LEXUS,IS,19,26,22,5,No,407
LEXUS,IS,19,26,22,5,No,407
LEXUS,IS,19,26,22,5,No,407
LEXUS,IS,19,26,22,5,No,407
LEXUS,IS,20,28,23,5,No,385
LEXUS,IS,20,28,23,5,No,385
LEXUS,IS,17,25,20,4,No,451
LEXUS,IS,17,25,20,4,No,451
LEXUS,LC,16,25,19,4,No,473
LEXUS,LC,16,25,19,4,No,473
LEXUS,LC,15,25,18,4,No,489
LEXUS,LC,15,25,18,4,No,489
LEXUS,LC,26,33,29,6,No,304
LEXUS,LC,26,33,29,6,No,304
LEXUS,LS,18,29,22,5,No,405
LEXUS,LS,18,29,22,5,No,405
LEXUS,LS,17,27,21,4,No,432
LEXUS,LS,17,27,21,4,No,432
LEXUS,LS,22,29,25,5,No,358
LEXUS,LS,22,29,25,5,No,358
LEXUS,LS,22,29,25,5,No,358
LEXUS,LS,22,29,25,5,No,358
LEXUS,LX,17,22,19,4,No,478
LEXUS,LX,17,22,19,4,No,478
LEXUS,NX,26,33,28,6,No,311
LEXUS,NX,26,33,28,6,No,311
LEXUS,NX,25,32,28,6,No,318
LEXUS,NX,25,32,28,6,No,318
LEXUS,NX,22,28,25,5,No,358
LEXUS,NX,22,29,25,5,No,356
LEXUS,NX,22,28,25,5,No,358
LEXUS,NX,22,29,25,5,No,356
LEXUS,NX,41,37,39,7,Yes,225
LEXUS,NX,41,37,39,7,Yes,225
LEXUS,NX,38,33,36,10,Yes,87
LEXUS,NX,38,33,36,10,Yes,87
LEXUS,RC,21,31,25,5,No,355
LEXUS,RC,21,31,25,5,No,355
LEXUS,RC,19,26,22,5,No,407
LEXUS,RC,19,26,22,5,No,407
LEXUS,RC,19,26,22,5,No,407
LEXUS,RC,19,26,22,5,No,407
LEXUS,RC,20,28,23,5,No,385
LEXUS,RC,20,28,23,5,No,385
LEXUS,RC,16,24,19,4,No,459
LEXUS,RC,16,24,19,4,No,459
LEXUS,RX,22,29,25,5,No,353
LEXUS,RX,22,29,25,5,No,353
LEXUS,RX,21,28,24,5,No,371
LEXUS,RX,21,28,24,5,No,371
LEXUS,RX,37,34,36,7,Yes,243
LEXUS,RX,37,34,36,7,Yes,243
LEXUS,RX,27,28,27,5,No,326
LEXUS,RX,27,28,27,5,No,326
LEXUS,UX,43,41,42,8,Yes,209
LEXUS,UX,43,41,42,8,Yes,209
LEXUS,UX,41,38,39,7,Yes,225
LEXUS,UX,41,38,39,7,Yes,225
LINCOLN,Aviator,18,26,21,4,No,424
LINCOLN,Aviator,18,26,21,4,No,424
LINCOLN,Aviator,16,24,19,4,No,466
LINCOLN,Aviator,17,24,20,4,No,451
LINCOLN,Aviator,16,24,19,4,No,466
LINCOLN,Aviator,17,24,20,4,No,451
LINCOLN,Aviator,22,25,23,8,Yes,209
LINCOLN,Aviator,22,25,23,8,Yes,209
LINCOLN,Corsair,22,30,25,5,No,356
LINCOLN,Corsair,22,30,25,5,No,356
LINCOLN,Corsair,21,28,24,5,No,374
LINCOLN,Corsair,21,28,24,5,No,374
LINCOLN,Corsair,34,32,33,10,Yes,121
LINCOLN,Corsair,34,32,33,10,Yes,121
LINCOLN,Nautilus,20,25,22,5,No,404
LINCOLN,Nautilus,20,25,22,5,No,404
LINCOLN,Nautilus,20,25,22,5,No,404
LINCOLN,Nautilus,20,25,22,5,No,404
LINCOLN,Nautilus,19,25,21,4,No,421
LINCOLN,Nautilus,19,25,21,4,No,421
LINCOLN,Navigator,16,23,19,4,No,468
LINCOLN,Navigator,17,23,19,4,No,462
LINCOLN,Navigator,16,23,19,4,No,468
LINCOLN,Navigator,17,23,19,4,No,462
LINCOLN,Navigator,15,21,17,3,No,510
LINCOLN,Navigator,16,22,18,4,No,498
LINCOLN,Navigator,15,21,17,3,No,510
LINCOLN,Navigator,16,22,18,4,No,498
LINCOLN,Nuatilus,21,26,23,5,No,386
LINCOLN,Nuatilus,21,26,23,5,No,386
LINCOLN,Nuatilus,21,26,23,5,No,387
LINCOLN,Nuatilus,21,26,23,5,No,387
LORDSTOWN,Endurance,54,53,54,10,Elite,0
LORDSTOWN,Endurance,54,53,54,10,Elite,0
LUCID,Air,130,132,131,10,Elite,0
LUCID,Air,130,132,131,10,Elite,0
LUCID,Air,121,122,121,10,Elite,0
LUCID,Air,121,122,121,10,Elite,0
LUCID,Air,121,122,121,10,Elite,0
LUCID,Air,121,122,121,10,Elite,0
LUCID,Air,110,111,111,10,Elite,0
LUCID,Air,110,111,111,10,Elite,0
LUCID,Air,141,140,140,10,Elite,0
LUCID,Air,141,140,140,10,Elite,0
LUCID,Air,121,120,121,10,Elite,0
LUCID,Air,121,120,121,10,Elite,0
LUCID,Air,141,140,140,10,Elite,0
LUCID,Air,141,140,140,10,Elite,0
LUCID,Air,121,120,121,10,Elite,0
LUCID,Air,121,120,121,10,Elite,0
LUCID,Air,121,120,121,10,Elite,0
LUCID,Air,121,120,121,10,Elite,0
MASERATI,Ghibli,18,25,20,4,No,436
MASERATI,Ghibli,18,25,20,4,No,436
MASERATI,Ghibli,18,25,20,4,No,436
MASERATI,Ghibli,18,25,20,4,No,436
MASERATI,Ghibli,17,25,20,4,No,457
MASERATI,Ghibli,17,25,20,4,No,457
MASERATI,Ghibli,13,20,16,3,No,560
MASERATI,Ghibli,13,20,16,3,No,560
MASERATI,Ghibli,13,20,16,3,No,560
MASERATI,Ghibli,13,20,16,3,No,560
MASERATI,Grecale,22,29,25,5,No,351
MASERATI,Grecale,22,29,25,5,No,351
MASERATI,Grecale,22,29,25,5,No,351
MASERATI,Grecale,22,29,25,5,No,351
MASERATI,Grecale,18,25,20,4,No,432
MASERATI,Grecale,18,25,20,4,No,432
MASERATI,Levante,16,22,18,4,No,495
MASERATI,Levante,16,22,18,4,No,495
MASERATI,Levante,16,22,18,4,No,495
MASERATI,Levante,16,22,18,4,No,495
MASERATI,Levante,13,20,16,3,No,562
MASERATI,Levante,13,20,16,3,No,562
MASERATI,Levante,13,20,16,3,No,562
MASERATI,Levante,13,20,16,3,No,562
MASERATI,Levante,13,20,16,3,No,562
MASERATI,Levante,13,20,16,3,No,562
MASERATI,Levante,13,20,16,3,No,562
MASERATI,Levante,13,20,16,3,No,562
MASERATI,MC20,15,25,18,4,No,474
MASERATI,MC20,15,25,18,4,No,474
MASERATI,MC20,15,25,18,4,No,482
MASERATI,MC20,15,25,18,4,No,482
MASERATI,Quattroporte,16,25,19,4,No,453
MASERATI,Quattroporte,16,25,19,4,No,453
MASERATI,Quattroporte,16,25,19,4,No,453
MASERATI,Quattroporte,16,25,19,4,No,453
MASERATI,Quattroporte,17,25,20,4,No,457
MASERATI,Quattroporte,17,25,20,4,No,457
MASERATI,Quattroporte,13,20,16,3,No,560
MASERATI,Quattroporte,13,20,16,3,No,560
MASERATI,Quattroporte,13,20,16,3,No,560
MASERATI,Quattroporte,13,20,16,3,No,560
MAZDA,3,28,36,31,6,No,287
MAZDA,3,28,36,31,6,No,287
MAZDA,3,26,36,30,6,No,296
MAZDA,3,26,36,30,6,No,296
MAZDA,3,27,35,30,6,No,292
MAZDA,3,28,37,31,6,No,287
MAZDA,3,27,35,30,6,No,292
MAZDA,3,28,37,31,6,No,287
MAZDA,3,26,33,29,6,No,311
MAZDA,3,26,35,30,6,No,301
MAZDA,3,26,33,29,6,No,311
MAZDA,3,26,35,30,6,No,301
MAZDA,3,23,31,26,5,No,337
MAZDA,3,23,32,27,5,No,334
MAZDA,3,23,31,26,5,No,337
MAZDA,3,23,32,27,5,No,334
MAZDA,CX-30,26,33,29,6,No,309
MAZDA,CX-30,26,33,29,6,No,309
MAZDA,CX-30,22,30,25,5,No,353
MAZDA,CX-30,22,30,25,5,No,353
MAZDA,CX-5,24,30,26,5,No,337
MAZDA,CX-5,24,30,26,5,No,337
MAZDA,CX-5,24,30,26,5,No,337
MAZDA,CX-5,22,27,24,5,No,370
MAZDA,CX-5,22,27,24,5,No,370
MAZDA,CX-50,24,30,27,5,No,335
MAZDA,CX-50,24,30,27,5,No,335
MAZDA,CX-50,23,29,25,5,No,356
MAZDA,CX-50,23,29,25,5,No,356
MAZDA,CX-9,20,26,23,5,No,392
MAZDA,CX-9,20,26,23,5,No,392
MAZDA,MX-30,98,85,92,10,Elite,0
MAZDA,MX-30,98,85,92,10,Elite,0
MAZDA,MX-5,26,34,29,6,No,305
MAZDA,MX-5,26,34,29,6,No,305
MAZDA,MX-5,26,35,30,6,No,299
MAZDA,MX-5,26,35,30,6,No,299
MERCEDES-BENZ,AMG,18,27,21,4,No,413
MERCEDES-BENZ,AMG,18,28,22,5,No,412
MERCEDES-BENZ,AMG,18,27,21,4,No,413
MERCEDES-BENZ,AMG,18,28,22,5,No,412
MERCEDES-BENZ,AMG,16,24,19,4,No,461
MERCEDES-BENZ,AMG,16,24,19,4,No,461
MERCEDES-BENZ,AMG,21,29,24,5,No,373
MERCEDES-BENZ,AMG,21,29,24,5,No,373
MERCEDES-BENZ,AMG,20,28,23,5,No,388
MERCEDES-BENZ,AMG,20,28,23,5,No,388
MERCEDES-BENZ,AMG,21,29,24,5,No,364
MERCEDES-BENZ,AMG,20,27,23,5,No,388
MERCEDES-BENZ,AMG,20,28,23,5,No,383
MERCEDES-BENZ,AMG,21,29,24,5,No,364
MERCEDES-BENZ,AMG,20,27,23,5,No,388
MERCEDES-BENZ,AMG,20,28,23,5,No,383
MERCEDES-BENZ,AMG,16,24,19,4,No,474
MERCEDES-BENZ,AMG,16,24,19,4,No,470
MERCEDES-BENZ,AMG,16,24,19,4,No,474
MERCEDES-BENZ,AMG,16,24,19,4,No,470
MERCEDES-BENZ,AMG,74,73,74,10,Elite,0
MERCEDES-BENZ,AMG,74,73,74,10,Elite,0
MERCEDES-BENZ,AMG,74,77,75,10,Elite,0
MERCEDES-BENZ,AMG,74,77,75,10,Elite,0
MERCEDES-BENZ,AMG,10,12,11,1,No,817
MERCEDES-BENZ,AMG,10,12,11,1,No,817
MERCEDES-BENZ,AMG,22,29,25,5,No,358
MERCEDES-BENZ,AMG,22,29,25,5,No,358
MERCEDES-BENZ,AMG,20,25,22,5,No,407
MERCEDES-BENZ,AMG,20,25,22,5,No,407
MERCEDES-BENZ,AMG,21,27,23,5,No,382
MERCEDES-BENZ,AMG,21,27,23,5,No,382
MERCEDES-BENZ,AMG,17,24,20,4,No,444
MERCEDES-BENZ,AMG,17,24,20,4,No,444
MERCEDES-BENZ,AMG,17,21,19,4,No,471
MERCEDES-BENZ,AMG,18,22,19,4,No,456
MERCEDES-BENZ,AMG,17,21,19,4,No,471
MERCEDES-BENZ,AMG,18,22,19,4,No,456
MERCEDES-BENZ,AMG,15,19,17,3,No,535
MERCEDES-BENZ,AMG,15,20,17,3,No,528
MERCEDES-BENZ,AMG,15,19,17,3,No,535
MERCEDES-BENZ,AMG,15,20,17,3,No,528
MERCEDES-BENZ,AMG,14,19,16,3,No,560
MERCEDES-BENZ,AMG,14,19,16,3,No,560
MERCEDES-BENZ,AMG,19,24,21,4,No,421
MERCEDES-BENZ,AMG,19,24,21,4,No,421
MERCEDES-BENZ,AMG,15,21,17,3,No,530
MERCEDES-BENZ,AMG,15,21,17,3,No,530
MERCEDES-BENZ,AMG,15,21,17,3,No,530
MERCEDES-BENZ,AMG,15,21,17,3,No,530
MERCEDES-BENZ,AMG,19,24,21,4,No,421
MERCEDES-BENZ,AMG,19,24,21,4,No,421
MERCEDES-BENZ,AMG,13,21,16,3,No,562
MERCEDES-BENZ,AMG,13,21,16,3,No,562
MERCEDES-BENZ,AMG,14,22,16,3,No,544
MERCEDES-BENZ,AMG,14,22,16,3,No,544
MERCEDES-BENZ,C300,21,29,24,5,No,370
MERCEDES-BENZ,C300,22,31,25,5,No,351
MERCEDES-BENZ,C300,21,29,24,5,No,370
MERCEDES-BENZ,C300,22,31,25,5,No,351
MERCEDES-BENZ,C300,25,36,29,6,No,308
MERCEDES-BENZ,C300,25,36,29,6,No,308
MERCEDES-BENZ,C300,21,30,25,5,No,358
MERCEDES-BENZ,C300,22,31,25,5,No,351
MERCEDES-BENZ,C300,21,30,25,5,No,358
MERCEDES-BENZ,C300,22,31,25,5,No,351
MERCEDES-BENZ,C300,24,33,27,5,No,323
MERCEDES-BENZ,C300,24,33,27,5,No,323
MERCEDES-BENZ,CLA250,25,36,29,6,No,309
MERCEDES-BENZ,CLA250,25,36,29,6,No,309
MERCEDES-BENZ,CLA250,24,33,27,5,No,322
MERCEDES-BENZ,CLA250,24,33,27,5,No,322
MERCEDES-BENZ,CLS450,22,30,25,5,No,357
MERCEDES-BENZ,CLS450,22,30,25,5,No,357
MERCEDES-BENZ,E350,23,31,26,5,No,342
MERCEDES-BENZ,E350,23,31,26,5,No,342
MERCEDES-BENZ,E350,21,30,24,5,No,364
MERCEDES-BENZ,E350,21,30,24,5,No,364
MERCEDES-BENZ,E450,23,30,25,5,No,352
MERCEDES-BENZ,E450,23,30,25,5,No,352
MERCEDES-BENZ,E450,23,31,26,5,No,343
MERCEDES-BENZ,E450,21,30,24,5,No,362
MERCEDES-BENZ,E450,23,31,26,5,No,343
MERCEDES-BENZ,E450,21,30,24,5,No,362
MERCEDES-BENZ,E450,21,28,24,5,No,374
MERCEDES-BENZ,E450,21,28,24,5,No,374
MERCEDES-BENZ,E450,22,29,24,5,No,362
MERCEDES-BENZ,E450,22,29,24,5,No,362
MERCEDES-BENZ,E450,22,29,25,5,No,360
MERCEDES-BENZ,E450,22,29,25,5,No,360
MERCEDES-BENZ,EQB,113,97,105,10,Elite,0
MERCEDES-BENZ,EQB,113,97,105,10,Elite,0
MERCEDES-BENZ,EQB,102,96,99,10,Elite,0
MERCEDES-BENZ,EQB,102,96,99,10,Elite,0
MERCEDES-BENZ,EQB,98,95,97,10,Elite,0
MERCEDES-BENZ,EQB,98,95,97,10,Elite,0
MERCEDES-BENZ,EQE,86,86,86,10,Elite,0
MERCEDES-BENZ,EQE,86,86,86,10,Elite,0
MERCEDES-BENZ,EQE,98,94,96,10,Elite,0
MERCEDES-BENZ,EQE,98,94,96,10,Elite,0
MERCEDES-BENZ,EQE,83,82,83,10,Elite,0
MERCEDES-BENZ,EQE,83,82,83,10,Elite,0
MERCEDES-BENZ,EQS,79,77,78,10,Elite,0
MERCEDES-BENZ,EQS,79,77,78,10,Elite,0
MERCEDES-BENZ,EQS,101,105,103,10,Elite,0
MERCEDES-BENZ,EQS,101,105,103,10,Elite,0
MERCEDES-BENZ,EQS,87,83,85,10,Elite,0
MERCEDES-BENZ,EQS,87,83,85,10,Elite,0
MERCEDES-BENZ,EQS,97,97,97,10,Elite,0
MERCEDES-BENZ,EQS,97,97,97,10,Elite,0
MERCEDES-BENZ,EQS,79,74,77,10,Elite,0
MERCEDES-BENZ,EQS,79,74,77,10,Elite,0
MERCEDES-BENZ,EQS,90,92,91,10,Elite,0
MERCEDES-BENZ,EQS,90,92,91,10,Elite,0
MERCEDES-BENZ,G550,13,16,14,2,No,617
MERCEDES-BENZ,G550,13,16,14,2,No,617
MERCEDES-BENZ,GLA,24,34,28,6,No,321
MERCEDES-BENZ,GLA,24,34,28,6,No,321
MERCEDES-BENZ,GLA250,23,32,26,5,No,337
MERCEDES-BENZ,GLA250,23,32,26,5,No,337
MERCEDES-BENZ,GLB,24,32,27,5,No,330
MERCEDES-BENZ,GLB,24,32,27,5,No,330
MERCEDES-BENZ,GLB,22,30,25,5,No,355
MERCEDES-BENZ,GLB,22,30,25,5,No,355
MERCEDES-BENZ,GLC,20,26,22,5,No,397
MERCEDES-BENZ,GLC,20,26,22,5,No,397
MERCEDES-BENZ,GLE,16,21,18,4,No,492
MERCEDES-BENZ,GLE,16,21,18,4,No,492
MERCEDES-BENZ,GLE350,20,25,22,5,No,401
MERCEDES-BENZ,GLE350,20,25,22,5,No,401
MERCEDES-BENZ,GLE350,20,24,21,4,No,413
MERCEDES-BENZ,GLE350,20,24,21,4,No,413
MERCEDES-BENZ,GLE450,20,25,22,5,No,394
MERCEDES-BENZ,GLE450,20,25,22,5,No,394
MERCEDES-BENZ,GLS450,18,23,20,4,No,433
MERCEDES-BENZ,GLS450,18,23,20,4,No,433
MERCEDES-BENZ,GLS580,16,21,18,4,No,499
MERCEDES-BENZ,GLS580,16,21,18,4,No,499
MERCEDES-BENZ,GLS600,15,20,17,3,No,528
MERCEDES-BENZ,GLS600,15,20,17,3,No,528
MERCEDES-BENZ,Metris,18,22,19,4,No,459
MERCEDES-BENZ,Metris,19,23,20,4,No,436
MERCEDES-BENZ,Metris,18,22,19,4,No,459
MERCEDES-BENZ,Metris,19,23,20,4,No,436
MERCEDES-BENZ,S500,20,28,23,5,No,388
MERCEDES-BENZ,S500,20,28,23,5,No,388
MERCEDES-BENZ,S580,16,25,19,4,No,459
MERCEDES-BENZ,S580,16,25,19,4,No,459
MERCEDES-BENZ,S580,15,25,18,4,No,491
MERCEDES-BENZ,S580,15,25,18,4,No,491
MINI,Cooper,29,38,32,6,No,273
MINI,Cooper,29,38,32,6,No,273
MINI,Cooper,27,37,31,6,No,284
MINI,Cooper,27,37,31,6,No,284
MINI,Cooper,26,32,28,6,No,311
MINI,Cooper,26,32,28,6,No,311
MINI,Cooper,23,31,26,5,No,336
MINI,Cooper,23,31,26,5,No,336
MINI,Cooper,29,38,32,6,No,273
MINI,Cooper,29,38,32,6,No,273
MINI,Cooper,27,37,31,6,No,284
MINI,Cooper,27,37,31,6,No,284
MINI,Cooper,25,35,29,6,No,307
MINI,Cooper,25,35,29,6,No,307
MINI,Cooper,22,32,25,5,No,349
MINI,Cooper,22,32,25,5,No,349
MINI,Cooper,23,32,27,5,No,332
MINI,Cooper,23,32,27,5,No,332
MINI,Cooper,27,36,30,6,No,293
MINI,Cooper,27,36,30,6,No,293
MINI,Cooper,23,33,27,5,No,329
MINI,Cooper,23,33,27,5,No,329
MINI,Cooper,24,33,28,6,No,321
